internals,assignments,viva,lab_marks,mid_exam,attendance,study_hours,backlogs,sleep_hours,stress_level,previous_cgpa,branch,year,final_score,grade
13,7,1,13,13,58,3.1,1,5.7,1,5.38,MECH,2,38.99,FAIL
13,10,2,17,17,100,4.9,4,5.9,1,5.77,CSE,2,50.96,D
12,8,4,16,21,97,3.5,2,7.7,7,4.52,MECH,2,53.89,D
9,6,4,14,11,84,2.8,1,8.4,6,4.91,MECH,3,38.56,FAIL
17,9,5,14,15,76,6.6,2,6.3,5,5.06,MECH,2,46.66,FAIL
12,6,4,7,14,71,0.0,5,7.8,2,4.39,ECE,2,32.49,FAIL
17,10,6,20,19,60,6.5,2,9.4,2,6.04,CSE,4,52.7,D
10,8,6,11,11,76,2.9,0,5.1,4,4.22,CSE,3,45.06,FAIL
8,9,7,12,8,78,3.8,1,7.5,6,4.92,ECE,4,40.83,FAIL
9,8,5,12,11,56,2.9,1,8.2,4,4.99,MECH,3,36.61,FAIL
11,12,5,18,16,80,7.1,3,6.9,7,5.3,MECH,1,49.51,FAIL
8,6,3,11,20,72,1.5,2,8.9,3,5.03,CSE,2,39.72,FAIL
14,6,3,14,7,46,4.0,3,10.3,4,4.7,MECH,2,33.26,FAIL
11,11,3,12,12,62,5.1,1,7.5,6,4.42,ECE,1,37.17,FAIL
11,9,5,13,9,68,0.8,3,6.6,4,4.42,CSE,3,34.58,FAIL
19,11,6,16,18,100,2.2,0,8.5,4,6.05,MECH,4,65.2,C
11,13,3,16,12,83,3.7,1,8.3,4,5.34,MECH,2,50.22,D
12,8,3,13,6,54,2.2,0,3.2,3,4.48,CSE,2,40.26,FAIL
9,13,2,15,8,82,2.4,0,7.0,6,5.6,ECE,4,43.18,FAIL
12,10,3,16,12,51,3.3,4,6.4,6,4.79,ECE,4,36.19,FAIL
18,13,5,14,15,91,5.3,0,7.6,5,5.11,MECH,3,57.4,D
9,6,2,16,14,67,3.3,0,6.7,4,5.27,ECE,1,45.45,FAIL
18,11,4,13,16,73,6.2,3,6.9,5,5.95,CSE,4,47.06,FAIL
14,8,2,14,14,94,2.0,2,5.7,8,4.63,MECH,3,42.78,FAIL
8,4,0,7,11,55,1.5,1,8.1,2,4.12,MECH,2,26.36,FAIL
9,11,6,11,11,54,7.9,0,9.5,9,4.89,ECE,3,37.58,FAIL
12,10,1,16,12,66,2.7,2,5.7,5,4.83,CSE,4,39.69,FAIL
15,8,4,20,15,90,1.4,1,4.9,5,5.27,CSE,2,54.34,D
8,4,4,8,6,52,0.5,1,7.0,7,3.85,CSE,3,25.65,FAIL
7,6,5,7,4,32,6.2,1,7.0,1,4.0,CSE,1,22.05,FAIL
13,4,2,11,12,68,3.3,2,8.8,8,4.22,ECE,2,30.91,FAIL
17,6,6,11,13,83,3.5,2,5.2,9,4.9,CSE,2,43.18,FAIL
19,10,5,20,20,93,3.7,2,6.2,7,6.23,CSE,3,60.06,C
19,10,5,16,16,68,6.0,2,3.8,1,5.38,CSE,3,53.15,D
12,8,7,15,13,68,3.6,2,9.1,7,5.69,CSE,4,41.77,FAIL
12,10,6,16,12,92,8.7,2,7.4,8,5.34,CSE,3,44.78,FAIL
11,5,2,8,14,46,4.3,3,6.3,8,3.98,ECE,4,25.11,FAIL
11,13,1,16,15,69,6.1,2,5.0,2,4.28,CSE,1,44.77,FAIL
17,7,5,14,18,77,5.6,3,5.2,7,5.26,CSE,2,46.54,FAIL
10,5,5,10,16,81,3.9,2,7.6,9,4.54,CSE,3,35.88,FAIL
9,7,3,17,8,67,2.8,1,5.3,5,5.03,CSE,4,39.54,FAIL
14,10,5,21,15,75,4.7,2,7.2,2,5.36,CSE,2,54.91,D
13,8,2,13,15,37,5.0,0,10.1,7,5.7,CSE,1,39.01,FAIL
15,7,4,14,13,65,2.9,2,6.5,7,5.5,MECH,2,42.51,FAIL
12,8,2,18,11,81,4.3,4,5.6,5,4.08,MECH,3,38.43,FAIL
8,12,6,13,13,60,6.5,1,7.6,3,5.77,MECH,2,40.9,FAIL
25,10,8,18,12,75,8.1,2,5.2,7,4.98,MECH,2,54.36,D
16,11,5,14,16,81,5.7,0,9.6,3,6.33,ECE,1,58.03,D
23,10,5,16,10,69,7.7,2,9.1,6,5.0,ECE,4,51.71,D
13,7,5,11,8,77,2.7,1,6.8,8,5.49,ECE,1,35.94,FAIL
11,10,5,13,12,60,5.4,2,5.7,2,5.77,ECE,1,43.8,FAIL
12,11,2,8,11,71,6.7,0,6.4,7,4.5,MECH,1,41.19,FAIL
16,11,6,14,20,84,2.2,2,6.6,5,5.02,MECH,2,57.9,D
15,9,5,14,17,77,3.0,1,7.6,5,5.26,ECE,4,49.0,FAIL
16,10,6,12,14,66,7.5,2,8.6,6,5.87,CSE,2,46.79,FAIL
12,12,5,19,12,78,2.0,2,5.4,3,5.06,CSE,2,51.59,D
14,9,6,14,17,85,1.3,2,8.5,3,5.82,ECE,4,54.38,D
12,7,6,13,13,44,7.1,0,7.9,1,5.42,CSE,3,40.0,FAIL
20,9,6,13,16,92,6.4,2,6.2,7,5.88,ECE,3,55.43,D
15,6,2,15,11,69,4.9,3,5.4,4,4.46,ECE,3,38.73,FAIL
11,8,5,11,13,81,3.9,1,7.2,6,5.22,ECE,1,43.2,FAIL
11,14,5,17,12,92,3.1,1,5.4,4,5.97,ECE,4,51.33,D
10,7,3,11,17,54,4.6,1,8.5,3,5.92,ECE,2,38.88,FAIL
13,12,6,15,13,64,7.2,3,5.3,6,5.2,CSE,3,43.25,FAIL
14,8,4,13,17,70,4.5,2,7.8,6,5.11,ECE,4,43.62,FAIL
16,12,5,18,19,63,8.3,2,6.9,5,6.18,ECE,1,52.1,D
16,7,3,10,16,100,2.2,3,6.2,6,5.24,ECE,3,44.28,FAIL
13,9,4,15,17,62,4.0,1,6.8,3,5.69,MECH,4,50.04,D
17,5,5,9,11,66,3.3,2,8.6,7,4.85,ECE,3,35.86,FAIL
13,8,7,10,10,78,1.8,2,5.2,8,4.53,CSE,4,37.96,FAIL
10,8,1,12,8,56,3.7,5,6.4,7,3.99,CSE,3,26.5,FAIL
8,10,4,12,12,69,4.8,1,5.9,4,4.55,MECH,2,37.52,FAIL
16,10,0,16,17,79,5.0,1,6.9,5,5.91,ECE,1,52.34,D
17,10,4,18,17,70,8.3,0,6.0,8,6.1,CSE,4,52.35,D
11,9,4,13,19,73,4.9,0,4.3,8,4.78,CSE,3,46.31,FAIL
9,7,4,13,14,67,6.3,2,5.4,9,4.69,CSE,3,37.86,FAIL
16,7,6,10,11,52,4.1,0,9.5,3,5.72,MECH,2,41.27,FAIL
13,10,5,23,17,79,7.4,0,7.4,3,6.12,CSE,2,61.4,C
17,11,8,18,19,100,8.8,4,7.3,5,5.13,ECE,3,58.46,D
15,12,5,14,13,75,5.1,3,6.6,6,5.69,CSE,1,47.0,FAIL
13,10,3,11,10,78,2.0,1,6.9,5,4.34,ECE,1,39.87,FAIL
11,8,5,14,17,85,2.9,2,6.4,4,5.3,ECE,2,49.03,FAIL
11,6,4,11,14,55,4.6,3,7.8,8,4.45,ECE,4,32.23,FAIL
13,9,5,17,16,100,4.9,1,7.2,5,5.51,MECH,4,57.52,D
15,6,3,13,13,78,5.4,0,5.2,3,5.48,CSE,3,45.55,FAIL
19,13,4,22,16,99,4.9,0,7.4,3,6.49,ECE,2,67.95,C
14,5,5,14,13,64,4.0,0,3.3,5,4.63,MECH,2,45.1,FAIL
20,5,6,10,17,100,2.7,2,7.6,10,5.81,ECE,2,46.87,FAIL
15,12,4,17,19,86,4.8,1,4.9,3,6.29,CSE,3,59.51,D
17,13,5,20,18,83,7.7,1,6.9,4,6.68,ECE,2,61.84,C
18,7,5,10,10,78,6.0,2,5.2,10,4.82,CSE,1,39.83,FAIL
15,9,5,17,18,71,5.1,1,7.0,4,5.12,CSE,2,50.4,D
20,8,5,18,20,93,6.1,0,7.9,6,5.79,CSE,1,64.45,C
20,9,6,10,17,77,3.3,1,9.3,9,5.54,CSE,2,51.5,D
8,8,3,10,15,45,3.0,3,4.7,3,4.98,CSE,2,30.93,FAIL
12,7,5,6,12,58,2.5,3,8.5,4,3.63,ECE,4,29.8,FAIL
12,10,8,16,14,72,3.7,0,7.2,4,5.39,CSE,2,51.82,D
17,4,4,9,9,79,3.2,0,6.3,2,4.24,MECH,3,43.74,FAIL
11,10,5,11,12,74,6.4,2,8.1,8,5.29,CSE,1,39.35,FAIL
17,14,3,14,13,93,3.0,1,6.6,4,5.25,ECE,4,54.25,D
8,7,3,16,12,45,2.4,2,8.1,3,4.3,MECH,2,32.78,FAIL
18,8,5,20,21,77,7.9,1,5.5,4,6.1,ECE,4,57.82,D
13,5,4,6,14,47,3.1,2,6.1,7,3.92,MECH,2,28.84,FAIL
13,9,4,11,13,86,4.3,0,8.4,5,5.6,MECH,1,47.51,FAIL
9,4,5,12,13,73,4.9,3,9.2,3,5.24,ECE,1,36.76,FAIL
12,8,3,8,8,81,1.7,0,6.9,6,4.97,CSE,3,36.29,FAIL
12,8,6,16,18,62,6.5,0,2.8,7,5.11,ECE,2,50.66,D
11,9,5,17,11,94,5.3,1,6.7,5,5.27,CSE,3,47.21,FAIL
11,11,6,20,16,90,7.1,4,7.0,5,6.23,MECH,1,48.18,FAIL
17,7,3,13,17,83,2.6,0,6.7,7,5.0,MECH,4,51.69,D
18,10,4,14,15,73,4.2,3,7.5,5,5.26,ECE,1,44.02,FAIL
12,9,4,10,15,83,4.1,0,6.3,8,4.84,ECE,1,47.98,FAIL
13,8,6,15,14,64,4.5,0,8.3,3,5.77,CSE,2,50.31,D
16,10,2,17,8,87,1.1,2,5.2,3,5.45,MECH,1,48.59,FAIL
19,11,4,15,17,99,4.2,2,8.9,3,6.04,CSE,4,56.18,D
19,7,6,15,15,91,1.1,2,9.3,5,5.5,CSE,3,51.7,D
15,8,4,13,11,64,4.7,1,5.6,5,5.31,CSE,1,43.95,FAIL
9,8,6,11,14,80,0.0,3,5.6,2,5.24,ECE,3,40.57,FAIL
12,5,4,11,8,55,0.3,0,7.6,5,4.26,CSE,3,35.03,FAIL
13,7,6,21,20,83,5.6,1,5.2,6,5.88,MECH,3,54.15,D
14,8,5,18,14,81,2.9,1,6.3,2,5.86,ECE,2,55.13,D
15,10,3,9,13,46,2.0,0,8.7,4,5.71,ECE,3,43.46,FAIL
9,7,4,12,13,57,6.5,2,8.1,6,4.4,ECE,4,35.78,FAIL
14,11,3,17,17,70,4.7,1,10.0,3,6.04,ECE,1,53.22,D
11,10,4,15,15,70,5.7,4,7.3,4,6.03,ECE,4,38.76,FAIL
9,8,3,8,14,56,3.7,2,6.1,7,5.01,CSE,1,30.97,FAIL
14,8,2,14,18,80,9.4,1,7.1,9,5.47,MECH,4,45.7,FAIL
17,10,4,14,8,78,2.8,3,6.8,6,4.32,CSE,1,39.82,FAIL
16,15,6,22,18,72,7.5,1,6.8,5,6.33,MECH,2,59.96,D
20,6,6,10,11,63,3.9,2,7.0,4,4.81,CSE,4,44.28,FAIL
15,11,2,9,12,90,0.7,0,5.6,7,4.61,CSE,3,46.15,FAIL
20,9,7,21,17,99,5.0,0,7.4,7,6.69,ECE,1,64.24,C
9,8,0,13,11,67,4.6,2,4.9,3,4.49,MECH,4,36.23,FAIL
11,5,3,10,16,65,1.9,2,5.9,7,4.86,ECE,3,33.97,FAIL
9,9,7,12,8,82,2.2,0,6.8,4,4.82,MECH,4,46.83,FAIL
11,7,4,12,4,69,4.0,3,3.6,3,4.56,ECE,3,29.79,FAIL
12,9,3,16,12,72,4.7,3,8.2,5,5.44,MECH,2,43.22,FAIL
12,10,3,12,11,86,0.0,1,3.9,7,4.75,CSE,3,45.2,FAIL
15,11,5,8,10,46,6.1,2,8.0,6,5.37,ECE,4,35.51,FAIL
14,9,4,15,12,94,3.0,0,5.1,6,5.72,ECE,4,51.2,D
14,9,4,17,13,76,1.3,2,6.4,6,4.37,ECE,3,44.92,FAIL
9,11,5,16,13,68,5.9,2,7.8,6,4.72,MECH,3,43.48,FAIL
15,11,5,17,21,73,4.0,1,10.3,5,5.33,MECH,2,54.65,D
13,10,6,12,12,74,6.4,0,7.2,6,5.58,ECE,4,48.61,FAIL
12,8,6,12,12,49,4.9,2,4.0,4,4.49,CSE,4,39.93,FAIL
15,8,4,16,14,97,4.0,3,8.4,6,3.88,CSE,4,47.08,FAIL
7,12,4,12,11,75,3.7,0,6.7,7,4.03,MECH,1,42.03,FAIL
19,10,3,18,11,81,5.0,0,7.1,6,5.24,MECH,1,53.42,D
14,9,6,12,14,89,3.2,2,7.8,7,5.69,ECE,2,46.76,FAIL
15,7,5,10,11,59,2.3,1,3.7,6,3.79,ECE,3,38.33,FAIL
15,10,6,13,13,82,5.2,1,7.0,7,5.66,ECE,2,48.72,FAIL
16,12,2,17,11,70,3.7,0,6.4,1,4.67,CSE,4,50.1,D
15,10,4,14,14,87,4.1,0,8.8,7,5.57,MECH,3,50.5,D
12,9,4,11,9,43,6.2,2,8.1,9,4.67,ECE,1,32.09,FAIL
14,8,3,10,17,73,3.8,1,4.6,4,5.23,ECE,4,43.28,FAIL
12,5,7,15,13,65,4.0,1,8.9,4,4.81,ECE,3,43.01,FAIL
11,8,4,13,11,81,2.8,1,7.7,8,4.17,ECE,4,39.26,FAIL
16,11,6,15,17,82,4.9,1,4.7,3,5.78,MECH,3,53.32,D
13,8,5,14,12,64,4.7,2,7.1,4,4.42,CSE,4,42.7,FAIL
14,6,4,16,17,64,5.8,3,8.6,5,4.98,MECH,1,41.76,FAIL
15,12,2,14,11,73,2.8,2,5.2,3,5.74,ECE,4,47.66,FAIL
7,5,5,13,14,61,3.1,0,9.1,7,4.91,CSE,4,39.58,FAIL
18,9,8,17,15,87,5.6,0,4.7,3,5.81,MECH,2,62.73,C
11,6,4,8,17,69,4.5,1,5.8,6,5.25,ECE,3,38.48,FAIL
3,3,2,10,11,31,2.2,3,5.6,6,4.15,MECH,4,17.41,FAIL
20,9,6,9,15,69,6.6,1,9.1,8,5.31,ECE,2,44.28,FAIL
13,7,4,9,10,59,0.6,3,6.3,7,3.74,CSE,4,32.12,FAIL
14,8,6,16,14,50,5.6,0,5.3,4,6.17,ECE,3,46.07,FAIL
14,8,3,5,14,56,1.5,0,7.7,2,4.73,CSE,3,38.39,FAIL
15,12,5,16,14,76,7.8,3,8.0,7,5.77,CSE,3,49.42,FAIL
13,8,0,13,14,94,0.9,0,8.0,4,5.63,CSE,2,51.77,D
13,7,5,14,17,79,6.3,1,6.6,4,5.37,ECE,4,50.07,D
11,11,3,15,10,65,3.8,1,7.4,3,5.02,CSE,1,41.61,FAIL
14,8,1,20,11,81,3.3,0,6.0,6,5.79,MECH,1,51.53,D
11,4,7,15,16,68,4.4,2,9.5,4,5.09,MECH,4,44.89,FAIL
5,8,5,14,9,64,5.3,3,8.7,5,5.53,MECH,3,34.15,FAIL
11,9,1,8,14,57,2.2,2,8.6,5,5.24,MECH,2,32.57,FAIL
7,8,4,14,9,48,2.4,1,8.2,5,4.48,MECH,4,31.45,FAIL
14,6,7,13,10,69,5.3,2,7.8,6,5.18,ECE,4,40.22,FAIL
11,4,5,7,16,77,0.6,0,5.1,5,5.11,MECH,1,44.36,FAIL
15,9,5,9,7,73,2.8,2,7.9,4,5.15,CSE,1,36.48,FAIL
15,11,3,11,19,68,10.1,1,7.2,1,5.21,CSE,3,51.03,D
9,10,3,9,21,60,2.1,1,8.9,5,5.62,ECE,1,39.75,FAIL
11,12,3,18,20,84,6.3,2,8.2,5,5.3,CSE,1,51.82,D
8,8,3,12,10,55,2.8,0,7.8,4,4.95,MECH,2,34.21,FAIL
11,7,5,15,18,86,5.0,2,4.5,5,4.65,ECE,4,45.64,FAIL
10,7,4,4,15,59,5.3,3,6.9,7,4.59,MECH,4,31.89,FAIL
16,8,3,15,10,63,6.3,1,6.2,7,4.75,MECH,2,39.59,FAIL
12,6,3,14,9,52,3.6,1,7.4,2,5.13,ECE,3,35.12,FAIL
9,12,6,9,15,67,8.0,2,6.4,4,5.15,CSE,1,39.56,FAIL
12,12,5,11,17,89,2.8,2,6.6,7,6.1,MECH,2,50.61,D
14,6,5,17,17,82,4.5,1,7.7,8,5.19,CSE,4,49.05,FAIL
13,10,4,14,19,89,4.5,1,6.4,3,6.13,CSE,3,51.7,D
13,12,4,15,13,82,1.8,2,7.2,8,4.79,MECH,3,46.55,FAIL
10,10,2,12,11,58,3.4,1,4.7,2,5.37,ECE,1,36.6,FAIL
11,8,2,9,14,70,4.3,2,5.8,7,3.77,ECE,2,36.9,FAIL
10,10,1,11,15,63,3.1,0,8.0,4,4.7,ECE,4,41.51,FAIL
17,14,8,11,17,94,8.9,1,5.2,8,5.46,CSE,2,57.98,D
15,7,6,12,10,57,2.3,2,8.9,4,4.65,MECH,2,41.43,FAIL
19,8,4,13,15,88,6.4,1,8.5,4,6.27,ECE,1,53.7,D
13,12,4,10,11,88,5.7,0,6.6,5,5.94,MECH,3,45.84,FAIL
24,13,5,12,14,100,4.0,1,11.5,2,6.41,ECE,4,64.05,C
16,6,6,10,17,68,2.3,1,8.9,1,5.42,CSE,1,49.61,FAIL
13,10,6,17,15,85,2.5,0,5.6,6,6.2,CSE,3,57.02,D
12,8,7,13,13,100,3.0,0,8.1,7,5.64,CSE,1,51.12,D
10,2,5,11,9,65,0.4,0,7.1,6,3.37,MECH,4,33.0,FAIL
13,8,4,14,10,51,2.0,3,5.8,2,5.06,ECE,4,36.19,FAIL
14,9,3,12,10,46,1.0,2,5.4,6,4.28,ECE,2,34.95,FAIL
19,12,7,23,16,85,6.7,3,8.5,3,6.68,MECH,1,61.01,C
10,8,5,13,11,46,5.2,0,6.1,6,4.9,CSE,2,39.02,FAIL
11,6,6,14,7,69,5.6,2,6.8,7,4.62,CSE,1,35.66,FAIL
17,11,5,13,12,81,5.2,0,5.6,6,5.69,ECE,4,54.65,D
9,8,6,6,14,77,4.3,0,5.9,8,4.93,MECH,4,39.34,FAIL
21,9,5,17,16,81,6.9,1,6.8,5,6.2,MECH,2,54.72,D
13,11,4,10,16,78,2.8,1,7.6,5,5.95,ECE,2,46.85,FAIL
17,7,4,10,15,94,4.2,0,3.1,5,5.16,CSE,1,50.42,D
18,9,8,10,18,60,5.5,1,7.0,2,5.84,MECH,4,48.92,FAIL
21,5,2,14,3,64,1.4,0,5.9,4,5.17,ECE,1,41.11,FAIL
15,10,7,19,16,63,10.2,1,9.1,4,6.13,MECH,1,52.5,D
16,7,8,17,19,87,4.1,1,11.4,4,6.98,MECH,3,56.23,D
14,11,5,12,15,88,4.3,1,6.5,6,5.87,ECE,4,51.1,D
15,11,4,14,14,81,6.5,1,4.4,2,5.4,MECH,1,53.12,D
15,15,6,21,15,92,5.8,1,7.2,3,6.13,MECH,2,61.05,C
16,8,3,11,10,57,4.1,1,6.7,7,5.06,MECH,2,40.33,FAIL
21,10,4,17,17,100,4.3,0,10.0,1,7.39,ECE,1,65.89,C
14,11,6,18,12,97,1.0,1,9.5,6,5.74,CSE,2,52.62,D
12,11,6,21,13,86,2.9,1,8.3,4,5.66,CSE,2,55.07,D
16,14,5,16,14,100,5.0,2,6.1,5,6.37,CSE,2,57.95,D
10,3,3,6,14,50,4.9,0,8.0,8,4.51,MECH,2,27.1,FAIL
15,7,4,14,11,67,6.4,3,7.4,5,4.89,CSE,3,36.41,FAIL
13,6,4,12,17,63,3.8,1,7.4,6,5.24,MECH,1,43.7,FAIL
15,11,2,17,15,85,1.2,2,4.7,5,4.65,MECH,1,49.1,FAIL
20,12,2,12,19,59,6.1,2,8.6,5,6.67,CSE,4,47.77,FAIL
17,13,3,13,16,86,6.9,3,7.2,5,5.93,ECE,3,48.94,FAIL
18,9,3,15,13,95,5.8,1,6.8,6,6.08,MECH,1,51.72,D
21,9,3,16,8,85,3.7,1,6.1,4,5.06,MECH,4,51.17,D
18,7,5,13,18,79,6.1,1,5.8,3,6.26,CSE,4,50.57,D
14,8,4,19,16,60,10.9,0,7.5,5,5.79,ECE,1,52.13,D
12,8,2,10,10,62,4.2,2,4.4,5,4.65,ECE,2,32.77,FAIL
9,10,3,10,16,93,1.4,2,8.2,1,5.72,ECE,1,47.56,FAIL
14,9,2,10,20,86,2.8,3,5.4,5,4.48,MECH,1,46.24,FAIL
12,8,2,9,14,74,5.3,1,3.9,3,5.11,CSE,4,42.65,FAIL
9,8,3,8,15,68,0.8,1,9.7,6,5.12,ECE,3,37.77,FAIL
7,7,5,16,10,44,4.3,0,5.7,1,4.13,MECH,4,37.82,FAIL
16,11,6,13,15,58,4.8,2,5.9,9,4.98,MECH,1,41.11,FAIL
17,11,6,21,18,100,7.1,1,8.7,4,6.22,MECH,1,64.28,C
16,5,6,13,17,55,6.6,1,9.8,3,5.74,MECH,4,42.57,FAIL
14,10,3,14,15,77,5.7,3,4.7,4,4.23,ECE,2,41.73,FAIL
13,9,5,10,10,90,0.0,2,5.6,6,4.87,CSE,2,40.82,FAIL
10,6,2,16,7,56,5.8,2,5.7,7,4.2,CSE,3,32.75,FAIL
16,9,5,14,8,77,5.4,1,8.4,4,5.5,CSE,3,44.49,FAIL
13,10,3,12,16,89,4.5,1,9.5,2,5.31,ECE,4,52.13,D
11,6,2,7,15,75,0.5,1,5.4,3,4.37,ECE,4,39.14,FAIL
18,7,4,11,16,100,2.4,0,9.1,6,5.54,ECE,4,55.67,D
13,5,5,5,13,49,1.7,2,5.9,7,3.97,CSE,1,27.41,FAIL
12,10,5,18,18,90,0.0,2,7.5,7,5.31,CSE,3,50.93,D
12,7,2,11,13,72,4.0,4,5.1,5,4.02,CSE,3,34.98,FAIL
15,9,2,12,6,86,2.4,1,6.8,7,4.99,CSE,3,42.77,FAIL
17,10,4,26,13,81,9.3,5,6.8,9,5.52,MECH,1,48.82,FAIL
14,5,4,16,9,64,3.7,1,6.5,7,4.46,MECH,4,36.43,FAIL
16,9,5,10,10,78,6.6,2,7.6,7,4.99,MECH,1,44.17,FAIL
15,6,4,14,5,47,0.9,5,5.5,3,4.85,CSE,3,28.76,FAIL
21,11,4,13,14,84,2.9,1,5.7,7,5.94,MECH,4,56.23,D
12,11,4,12,9,79,4.2,1,7.7,6,4.42,ECE,4,42.57,FAIL
18,10,4,11,10,84,2.2,1,9.0,6,4.8,ECE,3,44.18,FAIL
14,7,6,13,14,90,3.2,3,7.0,8,4.61,MECH,4,42.45,FAIL
13,6,6,11,11,80,3.6,3,7.8,6,5.09,MECH,2,35.82,FAIL
16,6,6,13,15,77,3.5,1,8.1,5,5.93,ECE,1,50.72,D
14,10,7,14,14,61,7.7,2,8.2,3,5.99,CSE,4,46.81,FAIL
12,7,4,14,16,64,4.8,3,5.6,4,4.96,MECH,4,40.32,FAIL
12,8,4,17,13,92,5.0,1,5.8,5,5.57,MECH,3,48.78,FAIL
16,14,5,16,11,96,5.1,1,6.0,6,5.4,CSE,4,53.93,D
17,11,4,19,14,71,5.2,4,9.9,5,5.94,ECE,3,48.56,FAIL
16,10,4,17,20,75,3.8,1,7.8,7,5.5,CSE,1,52.73,D
13,8,4,16,17,61,3.4,2,7.7,7,5.01,MECH,4,44.15,FAIL
19,12,4,11,18,92,4.3,2,7.5,5,4.55,MECH,4,54.07,D
22,10,4,12,17,84,6.3,0,5.0,3,5.7,MECH,4,59.29,D
18,12,5,18,18,100,6.3,2,9.9,6,6.08,MECH,3,60.26,C
17,10,5,13,9,61,3.5,1,7.7,9,5.04,ECE,3,39.92,FAIL
15,13,3,11,15,69,5.5,1,8.1,6,5.41,CSE,4,45.36,FAIL
14,9,6,15,9,78,3.6,2,4.4,4,5.33,ECE,1,47.35,FAIL
17,12,6,9,13,84,4.1,1,8.2,6,5.17,MECH,2,46.85,FAIL
13,5,4,12,14,71,3.1,1,6.5,6,5.33,ECE,3,38.95,FAIL
5,12,0,8,11,61,3.6,1,5.0,6,5.21,CSE,2,29.36,FAIL
13,10,1,15,15,88,6.7,1,5.6,8,4.54,ECE,4,44.79,FAIL
8,10,4,15,11,85,4.2,1,5.1,6,4.5,MECH,2,43.76,FAIL
11,5,5,6,4,61,4.3,0,5.1,8,4.85,CSE,4,28.77,FAIL
12,6,7,4,16,95,1.1,3,7.1,5,5.17,ECE,2,39.17,FAIL
13,8,4,20,17,92,3.4,1,6.4,8,5.63,CSE,3,53.48,D
10,9,3,10,11,77,3.5,0,7.5,7,5.15,ECE,2,41.27,FAIL
9,8,2,11,13,76,2.3,2,9.5,7,5.41,MECH,3,33.92,FAIL
11,8,5,10,21,83,4.0,0,6.8,7,4.78,ECE,1,49.46,FAIL
10,7,3,14,13,62,3.1,2,3.6,10,4.17,CSE,3,33.21,FAIL
12,4,3,16,11,75,4.2,2,6.6,7,5.16,ECE,2,38.93,FAIL
11,8,3,10,12,42,4.2,1,8.8,3,4.62,CSE,1,36.5,FAIL
16,9,4,16,16,88,2.1,0,6.9,5,5.71,CSE,1,57.64,D
7,8,4,11,9,51,3.2,0,9.3,4,4.01,ECE,1,34.08,FAIL
12,9,4,16,15,97,4.2,4,7.7,9,5.44,MECH,3,41.61,FAIL
17,7,4,14,7,70,6.4,3,4.2,8,4.17,MECH,2,37.58,FAIL
14,8,5,12,11,71,4.5,1,7.2,9,4.31,MECH,3,44.01,FAIL
10,10,4,11,9,65,2.7,1,7.4,3,5.58,ECE,4,39.64,FAIL
9,10,3,15,9,70,4.8,2,8.6,7,4.63,ECE,4,34.34,FAIL
16,11,3,18,16,96,7.4,1,9.7,2,6.05,MECH,2,56.63,D
11,9,2,12,13,37,5.8,1,8.4,2,5.41,MECH,2,34.84,FAIL
17,10,4,15,9,94,5.1,0,7.7,4,5.33,CSE,1,55.01,D
8,9,6,13,14,80,5.5,2,8.0,8,5.79,CSE,4,39.44,FAIL
11,5,3,10,10,56,6.9,3,6.7,3,5.69,ECE,1,27.01,FAIL
18,8,3,10,19,58,6.2,1,4.8,5,4.54,MECH,3,45.96,FAIL
17,9,4,17,12,100,5.1,0,7.1,7,6.14,CSE,3,55.11,D
12,9,4,11,11,60,6.1,0,7.5,7,4.07,MECH,2,38.37,FAIL
8,5,3,7,6,57,1.8,1,5.2,9,4.24,ECE,1,23.08,FAIL
15,7,4,8,14,92,1.0,1,9.0,5,4.74,ECE,4,48.38,FAIL
9,7,7,10,7,80,4.3,0,8.5,4,5.33,ECE,3,41.58,FAIL
10,9,4,11,16,60,4.1,1,4.9,3,4.7,MECH,2,44.37,FAIL
8,9,5,19,22,78,2.9,0,9.0,4,6.07,CSE,4,53.18,D
13,9,3,9,16,59,5.7,0,6.5,3,5.0,ECE,4,42.54,FAIL
12,3,7,15,13,91,0.3,2,5.8,1,5.31,MECH,4,47.14,FAIL
9,13,5,9,12,90,2.9,2,8.6,9,4.93,ECE,2,42.48,FAIL
16,6,5,15,10,82,3.0,3,6.9,5,4.74,MECH,2,42.12,FAIL
13,9,5,9,7,80,0.7,1,9.8,10,4.17,ECE,2,35.26,FAIL
21,13,7,17,16,100,7.0,0,5.7,3,6.3,CSE,4,68.81,C
7,9,5,14,13,74,1.3,1,4.4,4,4.69,MECH,4,45.46,FAIL
9,6,3,12,10,57,2.8,2,6.6,3,5.24,MECH,4,35.05,FAIL
19,9,8,16,14,81,5.8,0,8.2,4,5.66,CSE,2,56.9,D
18,11,3,16,16,100,5.3,1,5.6,7,5.42,ECE,1,59.23,D
15,7,3,16,14,59,1.8,0,5.0,6,4.7,MECH,1,46.81,FAIL
12,7,7,9,19,69,5.4,4,7.3,7,4.91,MECH,1,39.09,FAIL
12,9,4,12,7,81,4.6,4,4.8,8,4.16,CSE,2,36.07,FAIL
18,15,6,16,22,74,8.7,1,7.5,7,6.04,ECE,3,57.74,D
8,7,3,9,16,60,4.8,1,6.5,3,4.82,ECE,3,39.96,FAIL
16,11,5,17,17,91,3.7,2,7.7,4,5.71,MECH,2,58.81,D
